name,port,header,protocol,status,fill,stroke,refs,image
BEI Phone Forwarder,8180,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
BEI Voicemail forwarder,8181,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
BenefitsTipOff (PlayerPension),8666,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
bizboxscore.redirect,8982,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
BoxKeyService,8060,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
BoxKeyServiceRest,80,boxkeyservicerest,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
BXFLog,8164,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Call Log,8183,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Call Parrot Redirect,80,nbacallparrot,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CareerCourt,80,careercourt,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
careercourtdev,9991,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CaseManagement,80,casemanagement,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CGMRS,8088,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Cisco Phone Forwarder,8154,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Cisco Voicemail Forwarder,8155,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Citrix,8111,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CodeOfConduct,7071,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CodeOfConductAdmin,7072,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Compliance,8153,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Concur-New,8853,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ConductAndDiscipline,8343,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CorpPhoneDirectory,8156,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Courtside Staff,8175,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CPAMemotech,9090,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CRM Dynamics,8203,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
CumeStats,8087,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DayOfService,8223,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOAppInventory,80,DCOAppInventory,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOAPPREQADMIN,8129,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOAPPREQUEST (Data Center Operations),8128,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOCNTRT,80,DCOCNTRT,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOInventory,8058,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DCOLIC,8137,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DealTrack,8145,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DigitalSurvey,8134,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
D-League Game Reports System,8196,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Dleague Rosters,8097,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DMM,80,DMM,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
DocMgmtRedirect,80,docs,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
E Redbook,8989,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EInvoice,8213,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EmployeeDirectory,8169,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EmpPhotoBrowseTest,2034,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EMS,8057,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EMS for Blackberry,8106,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EMS Redirect,9000,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
EMSResponseAllStar,8101,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ERecognition,8221,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
eviteNBAAllStar2008,8083,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
evitenbadraft2009,8109,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Game Notes,8068,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Game Schedule,8096,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Game Schedule Web Service,80,GSWebservice,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Game Stats,8065,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GameInquiry,8551,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GameOps,80,GameOps,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GiftDisclosure,8305,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GLeagueOnboarding,3154,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GMGIA China,8190,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GMGIAOnline_Internal,8150,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GRS 2.0 Web,80,grsweb,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GRS2.0Webtest,8249,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
GRSreports,8214,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
HolidayVoucher,8160,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
HON Cisco Phone Forwarder,8178,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
HON Voicemail forwarder,8179,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
HRDoc,8287,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
HRreports,80,hrreports,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
IssueLog,80,issueLog,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
itbenefits,8212,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ITCentral,8225,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
JabberPhotos,80,jabberphotos,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
JHB Phone Forwarder,8205,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
JHB Voicemail Forwarder,8206,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
LockerVisionView,8017,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
London Cisco Phone Forwarder,80,lonphones.nba-hq.com,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
London Cisco Voicemail Forwarder,8173,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
LPauth,8108,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Mail Log,8189,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
MediaCentralRegistration,8204,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
MeetTheExec,8216,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Memotech,8988,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Mexico Phone Redirect,8673,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Mexico Voicemail Redirect,8674,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Mobile Call Log,8188,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
mRedbook,8102,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
MRS Institutional Plan,8144,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Mumphones,8302,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
mumvoicemail,8301,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
MyCallPilot Redirect,80,mycallpilot,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Corporate Store,80,nbacorporatestore,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Password Management,80,passwordmgmt,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Rosters,8098,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Shuttle,8140,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Team Applications - LandingPortal,80,nbateamapps,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Team Applications - LandingPortal - SecurityRep,80,nbateamappssecrep,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA Team Apps_LandingPage TEST,9111,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA2008Draft,8091,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBA911,8170,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAACD_Redirect,8445,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAACD-Reports_Redirect,8446,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBABroadcastManual,8126,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBACollectibles,8146,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBACompliance2014,8215,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAConnections,8136,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBADMWebServices,555,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBADOCs_OPS,8244,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
nbadocs-it,8472,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
nbadocs-opstech,8241,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAFinanceReports,80,NBAFinanceReports,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAFinanceSelfservice,80,nbafinanceselfservice,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAHRSelfService,80,nbahrselfservice,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAJobs,80,nbajobs,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBALogo,80,nbalogo,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAOfficialsAdmin,8166,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAPact,8147,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAPrintingV2,8163,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBARC_Forwarder,8226,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBARecordCenter,8240,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBARefereePerformanceSVC,8077,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBARefereePerformanceUI,8078,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBASearch,8093,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBAStats,80,nbastats,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
NBDLLogo,80,nbdllogo,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
Nesbit,9021,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
netscalertest,9555,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OfflineMessage,8234,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OIW,80,oiw,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OIW Game Report,8191,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OIW v2,8171,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OIW_4.0,8006,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OIW2SAP_Service,8633,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OMS,8211,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OngoingFeedback,8142,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OngoingFeedbackBB,8143,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OnLineTraining (dead),8132,,http,Stopped,#ff4d4d,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
OperationsManual,8100,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSCore,8114,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSDLeague,8089,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSPilot,8184,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSServiceDLeague,8252,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSWebService,8210,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSWebserviceV2,8233,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
orswebservicewnba,8246,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
ORSWNBA,8090,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PATS,8174,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PCMS.redirect,8871,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PDP,8135,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
pdpnotesredir,8991,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
peopleanalytics,80,peopleanalytics,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
peopleanalyticsportal.redirect,8981,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
peopleanalyticsQA,80,qa-peopleanalytics,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
PeopleSearch,8111,,http,Started,#d5e8d4,#82b366,,https://cdn3.iconfinder.com/data/icons/user-avatars-1/512/users-2-128.png
